127.0.0.1 - - [30/Jan/2025:06:46:26 -0300] "POST /wp-cron.php?doing_wp_cron=1738230386.7257819175720214843750 HTTP/1.1" 200 -
127.0.0.1 - - [30/Jan/2025:06:50:53 -0300] "GET /wp-admin/ HTTP/1.1" 302 -
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-login.php?redirect_to=http%3A%2F%2Flp-bankboost.local%2Fwp-admin%2F&reauth=1 HTTP/1.1" 200 4473
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/wp-util.min.js?ver=6.7.1 HTTP/1.1" 200 1426
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.7.1 HTTP/1.1" 200 1123
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 200 9141
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/underscore.min.js?ver=1.13.7 HTTP/1.1" 200 18878
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381 HTTP/1.1" 200 457
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14 HTTP/1.1" 200 2358
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-admin/js/user-profile.min.js?ver=6.7.1 HTTP/1.1" 200 6862
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=clipboard,jquery-core,jquery-migrate,zxcvbn-async,wp-hooks&ver=6.7.1 HTTP/1.1" 200 115271
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.7.1 HTTP/1.1" 200 103181
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.1" 200 1521
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 822237
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 822237
127.0.0.1 - - [30/Jan/2025:06:50:54 -0300] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [30/Jan/2025:06:50:55 -0300] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [30/Jan/2025:06:51:11 -0300] "POST /wp-login.php HTTP/1.1" 302 -
127.0.0.1 - - [30/Jan/2025:06:51:11 -0300] "GET /wp-admin/ HTTP/1.1" 200 118537
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.7.1 HTTP/1.1" 200 2659
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/css/editor.min.css?ver=6.7.1 HTTP/1.1" 200 26851
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/underscore.min.js?ver=1.13.7 HTTP/1.1" 200 18878
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 200 9141
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/wp-util.min.js?ver=6.7.1 HTTP/1.1" 200 1426
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/js/common.min.js?ver=6.7.1 HTTP/1.1" 200 23497
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14 HTTP/1.1" 200 2358
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/admin-bar.min.js?ver=6.7.1 HTTP/1.1" 200 3487
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/api-request.min.js?ver=6.7.1 HTTP/1.1" 200 1023
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/clipboard.min.js?ver=2.0.11 HTTP/1.1" 200 9009
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.1" 200 37931
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/url.min.js?ver=e87eb76272a3a08402d2 HTTP/1.1" 200 8375
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/js/site-health.min.js?ver=6.7.1 HTTP/1.1" 200 6282
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/wp-lists.min.js?ver=6.7.1 HTTP/1.1" 200 7521
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.7.1 HTTP/1.1" 200 2505
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=3.0.0 HTTP/1.1" 200 6645
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/quicktags.min.js?ver=6.7.1 HTTP/1.1" 200 11132
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.1" 200 3694
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/js/edit-comments.min.js?ver=6.7.1 HTTP/1.1" 200 15366
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.7.1 HTTP/1.1" 200 102997
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 HTTP/1.1" 200 21464
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 HTTP/1.1" 200 3428
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 HTTP/1.1" 200 25504
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.7.1 HTTP/1.1" 200 6735
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/js/postbox.min.js?ver=6.7.1 HTTP/1.1" 200 6705
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 HTTP/1.1" 200 58811
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.7.1 HTTP/1.1" 200 404630
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/dist/deprecated.min.js?ver=e1f84915c5e8ae38964c HTTP/1.1" 200 684
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13332
127.0.0.1 - - [30/Jan/2025:06:51:13 -0300] "GET /wp-admin/js/dashboard.min.js?ver=6.7.1 HTTP/1.1" 200 8797
